hybrid,features_path,sequences_dir,feature_dim,hidden_size,num_layers,dropout,bidirectional,batch_size,lr,weight_decay,epochs,grad_clip,use_class_weights,amp,val_frac,test_frac,seed,device,ckpt_path,kappa,macro_f1,accuracy,patience
True,../data_extraction/epoch_features.csv,../data_extraction/sequences,256,128,3,0.4366107897120125,True,8,0.0005811604803142423,4.078835816332079e-05,120,5.0,True,,0.15,0.15,36631,cuda,../models/best_hybrid.pt,0.30977028271579243,0.45887904135352253,0.4645080201101269,20.0
True,../data_extraction/epoch_features.csv,../data_extraction/sequences,256,128,3,0.4366107897120125,True,8,0.0005811604803142,4.078835816332079e-05,40,5.0,True,,0.15,0.15,36631,cuda,../models/best_cnn_lstm.pt,0.3097702827157924,0.4588790413535225,0.4645080201101269,
True,../data_extraction/epoch_features.csv,../data_extraction/sequences,256,128,3,0.3703663165603608,True,8,0.0036835119466619,0.0003539178982628,40,5.0,True,,0.15,0.15,36631,cuda,../models/best_cnn_lstm.pt,0.3034746939582389,0.4569870548515455,0.4778549197988987,
True,../data_extraction/epoch_features.csv,../data_extraction/sequences,256,128,3,0.3703663165603608,True,8,0.0036835119466619884,0.0003539178982628887,120,5.0,True,,0.15,0.15,36631,cuda,../models/best_hybrid.pt,0.3034746939582389,0.4569870548515455,0.4778549197988987,20.0
True,../data_extraction/epoch_features.csv,../data_extraction/sequences,128,64,3,0.2841724699018545,True,4,0.0002278844107085,4.604797115641668e-06,40,5.0,True,,0.15,0.15,36631,cuda,../models/best_cnn_lstm.pt,0.2901497799871253,0.4339090612778591,0.4400885803208044,
True,../data_extraction/epoch_features.csv,../data_extraction/sequences,256,128,1,0.4657954045494982,True,8,0.0001345681888498,1.45908664658228e-05,40,5.0,True,,0.15,0.15,36631,cuda,../models/best_cnn_lstm.pt,0.2069794693124129,0.3747931721479255,0.3775137658606655,
True,../data_extraction/epoch_features.csv,../data_extraction/sequences,128,256,2,0.2631035029002166,True,8,0.0001225794471803,2.2207500671960172e-05,40,5.0,True,,0.15,0.15,36631,cuda,../models/best_cnn_lstm.pt,0.145241041114344,0.3164761576841442,0.3252334211156332,
